bd_style,bd_localisation,bd_nb_chambre,bd_nb_piece,bd_prix,bd_paragraphe,bd_salle_d_eau,bd_salle_de_bain,bd_toilette,bd_annee,bd_etage,bd_hauteur,bd_ascenseur,bd_vue,bd_cave,bd_parking,bd_chemine,bd_exposition,bd_balcon,bd_terrasse,bd_gardien,bd_travaux,bd_neuf,bd_parquet,bd_cuisine,bd_vis_a_vis,bd_jardin,bd_piscine,bd_taille
Appartement,3 Chambres,5 Pièces,"2 100 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4% du prix du bien hors honoraires
Prix du bien hors honoraires : 0 €","Dans un très bel immeuble pierre de taille, au 6ème et dernier étage, appartement entièrement rénové de 131 m² composé d'un double séjour cuisine US, de 3 chambres, 2 SALLES DE BAIN, 1 WC séparé. Nombreux rangements. Appartement neuf. Un grand balcon large filant. Une cave complète ce bien. Lumineux, vue dégagée, au calme. Sectorisation Collège Janson de Sailly. PARISEARCH 2 100 000 euros (commission de 4% incluse dans le prix à la charge de l'acquéreur). Pour tous renseignements et visites, contactez Catherine.",Non reference,2 Salles de bain,Non reference,Année de construction 1920,Au 6ème étage,Ascenseur,Balcon,Non reference,Non reference,Non reference,Non reference,Gardien,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,,Parquet,Non reference,['130 M²'],,Non reference,Non reference,Belle vue
Appartement,2 Chambres,4 Pièces,"1 110 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4,72% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 060 000 €","Paris 16e. Magnifique 4 pièces de 90m² entièrement refait composé d'une entrée, d'un grand double séjour, une cuisine, deux chambres, d'une salle de bain et d'un toilettes De nombreux rangements et une cave agrémentent ce bien. Il profite d'un environnement calme lumineux. CONTACT GABRIEL: dont 4.72 % honoraires TTC à la charge de l'acquéreur. Copropriété de 50 lots.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Non reference,Au 4ème étage,Ascenseur,Balcon,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 8 étages,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['90 M²'],,Non reference,Non reference,Non reference
Appartement,4 Chambres,7 Pièces,"2 992 500 €
Les honoraires sont à la charge du vendeur","Paris 16- Malakoff - Au cinquième étage avec ascenseur d'un immeuble pierre de taille de haut standing, un appartement familial et de réception. Il comprend un hall d'entrée, une réception de 100m², une salle à manger attenante à la cuisine, quatre chambres avec chacune sa salle de bains avec WC et une buanderie. Codes de l'ancien: belle Hauteur Sous Plafond, parquet, moulures et cheminées. 1 cave. Bien soumis au statut de la copropriété - Honoraires de transaction TTC à la charge du vendeur. Accès: périphériques Nord et Sud, Porte Maillot Parking Étoile Foch MÉTRO Ligne 1, station Argentine: Château de Vincennes / La Défense RER A station Porte Maillot: Cergy, Poissy, St germain / marne la vallée, Boissy St Léger BUS ligne 82 arrêt Alphand: Neuilly Hôpital Américain / Luxembourg Scolarité: Université Paris DAUPHINE, Lycée Janson de Sailly, École Paul Valéry Shopping: Champs Élysées, Centre commercial Palais de Congrès Porte Maillot, Les 4 temps la Défense Rue commerçante Duret Espaces verts et culturels: Bois de Boulogne, Jardin d'acclimatation, Fondation Louis Vuitton.",Non reference,4 Salles de bain,1 Toilette,Année de construction 1900,Au 5ème étage,Ascenseur,Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,,Parquet,Non reference,[],,Non reference,Non reference,Non reference
Appartement,3 Chambres,5 Pièces,"1 420 000 €
Les honoraires sont à la charge du vendeur","Au coeur du quartier rue de la Pompe / Victor Hugo, un appartement de 96,70m² loi Carrez situé au troisième étage par ascenseur d'un immeuble ancien de qualité. Il se compose d'une entrée, d'un séjour ouvert sur un bureau pour une surface totale de réception de 31,19m², d'une cuisine aménagée et équipée ouverte sur une salle à manger, de deux belles chambres sur rue, d'une salle de bains et de toilettes séparées. Charme de l'ancien, belle hauteur sous plafond de 3m et beaux volumes pour ce bien en bon état d'usage et idéalement situé dans une rue calme au coeur d'un quartier animé et recherché. Une cave complète cet appartement. Surface recherchée sur ce secteur. Une troisième chambre pourrait être créée dans le bureau. Proche tous commerces, écoles réputées et transports.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1880,Au 3ème étage,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['97 M²'],,Non reference,Non reference,Non reference
Appartement,5 Chambres,7 Pièces,"8 060 000 €
Les honoraires sont à la charge du vendeur","Dans un magnifique immeuble avec ascenseur, place de l'Alma, au 4ème étage, exceptionnel appartement de 316 m² avec des vues magiques sur la Seine et sur les monuments de Paris. Il se compose d'une belle galerie d'entrée ouvrant sur une grande réception, d'une salle à manger et sa grande cuisine entièrement équipée, d'un grand bureau, d'une grande suite de maître avec une très belle salle de bains et un grand dressing sur mesure, de deux chambres avec de nombreux rangements, une deuxième salle de bains et une chambre d'ami. Bien d'exception avec une vue superbe.",Non reference,1 Salle de bain,Non reference,Non reference,Au 4ème étage,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['317 M²'],,Non reference,Non reference,Belle vue
Appartement,3 Chambres,5 Pièces,"2 592 000 €
Les honoraires sont à la charge du vendeur","PASSY/Tour Eiffel Dans un immeuble en pierre de taille de standing, avec une vue imprenable sur la Tour Eiffel, appartement bénéficiant d'un bon plan et d'une orientation plein sud. Ce bien comprend une belle entrée, double réception face à la Seine et la Tour Eiffel, grande cuisine aménagée et équipée, deux chambres et deux salles de bains, WC séparés, nombreux rangements. Bureau ou 3ème chambre. Double cave.",Non reference,2 Salles de bain,1 Toilette,Non reference,Au 1er étage,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['162 M²'],,Non reference,Non reference,Belle vue
Appartement,4 Chambres,7 Pièces,"Paris 16e - quartier CHAILLOT - BIENS RARES Dans un magnifique immeuble pierre de taille, très bien sécurisé, se situe en étage élevé un lot de deux appartements. Magnifique appartement familial et de réceptions (265m²) situé au 3e étage ascenseur, avec vue dégagée sur le Palais Galliera et Tour Eiffel, verdure, balcon. Charmant appartement 3 pièces au 6e étage ascenseur, Le tout complété avec 1 box dans la cour de l'immeuble et 2 caves. L'appartement est configuré d'un vestibule desservant salon, petit salon, salle à manger, bureau avec boiseries, deux chambres avec leur salle de bains complète, cuisine dinatoire équipée (viking), lingerie, WC indépendant, nombreux rangements.(parquet moulures cheminées, belle hauteur sous plafond, bow-window) l'appartement trois pièces bénéficie également d'une cuisine, d'une salle bains, WC indépendant.(climatisation) Chaque appartement à sa cave. Chauffage individuel au gaz pour le 3e étage, et climatisation réversible pour le 6e étage Pas anomalie sur les diag, Charges trimestrielles 1500 € - taxe foncière 4000€.","Paris 16e - quartier CHAILLOT - BIENS RARES Dans un magnifique immeuble pierre de taille, très bien sécurisé, se situe en étage élevé un lot de deux appartements. Magnifique appartement familial et de réceptions (265m²) situé au 3e étage ascenseur, avec vue dégagée sur le Palais Galliera et Tour Eiffel, verdure, balcon. Charmant appartement 3 pièces au 6e étage ascenseur, Le tout complété avec 1 box dans la cour de l'immeuble et 2 caves. L'appartement est configuré d'un vestibule desservant salon, petit salon, salle à manger, bureau avec boiseries, deux chambres avec leur salle de bains complète, cuisine dinatoire équipée (viking), lingerie, WC indépendant, nombreux rangements.(parquet moulures cheminées, belle hauteur sous plafond, bow-window) l'appartement trois pièces bénéficie également d'une cuisine, d'une salle bains, WC indépendant.(climatisation) Chaque appartement à sa cave. Chauffage individuel au gaz pour le 3e étage, et climatisation réversible pour le 6e étage Pas anomalie sur les diag, Charges trimestrielles 1500 € - taxe foncière 4000€.",Non reference,2 Salles de bain,3 Toilettes,Année de construction 1890,Au 3ème étage,Ascenseur,Balcon,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Non reference,Parquet,Non reference,['320 M²'],,Non reference,Non reference,Belle vue
Appartement,4 Chambres,11 Pièces,"3 675 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 5% du prix du bien hors honoraires
Prix du bien hors honoraires : 3 500 000 €","Sur la prestigieuse Avenue d'Iéna, à proximité de l'Arc de Triomphe, ce vaste appartement de réception bénéficie de volumes exceptionnels de 4m20 d'hauteur sous plafond, refait entièrement il y a deux ans. Les surfaces se composent comme ceci: - 276 m² Carrez au rez-de-chaussée + 53 m² de souplex + 50 m² de caves aménagés comme des studios Situé au rez-de-chaussée d'un immeuble de très grand standing, Il se compose d'une grande galerie d'entrée desservant un vaste double salon de réception, une salle à manger et enfin une cuisine ouverte côté rue. A gauche du salon de réception, une porte communique vers un magnifique dressing sur mesure qui mène à une grande suite parentale avec son propre petit salon et sa salle de bains ainsi que son Hammam/Sauna privatif, très calme sur cour. En continuant ce couloir, une autre chambre avec sa propre salle de bains et entrée privative par l'immeuble possible, permettant divers aménagements éventuels. En effet, plusieurs entrées principales permettent à cet appartement d'avoir des espaces complètement indépendants. En souplex, deux chambres supplémentaires et salle de bains complètent ce bien. A ajouter également 3 caves aménagés de 50 m² comme des petits studios idéal personnel de service. La noblesse des salons de réceptions, la réfection complète des lieux il y a 2 ans et son agencement idéal permettront au futur acquéreur de jouir d'une très belle résidence parisienne. Cet appartement réunit en effet tous les critères d'un superbe appartement parisien aux volumes nobles à quelques pas de l'Arc de Triomphe, dans un quartier de prestige très recherché.",Non reference,1 Salle de bain,Non reference,Non reference,Non reference,Non reference,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 5 étages,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['329 M²'],,Non reference,Non reference,Non reference
Appartement,4 Chambres,7 Pièces,"3 690 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3% du prix du bien hors honoraires
Prix du bien hors honoraires : 3 582 525 €","Immeuble haussmannien de grand standing idéalement situé, appartement au charme de l'ancien entièrement rénové de 263m², doté de beaux volumes et d'un bel ensoleillement. Galerie d'entrée, double réception, cuisine entièrement aménagée et équipée, pièce à vivre, suite parentale dotée de ses dressings et de sa salle de bains, dégagement, 3 chambres au calme sur jardin, 2 salles de bains, buanderie, 3 toilettes. Cave au sous-sol.",Non reference,3 Salles de bain,3 Toilettes,Année de construction 1927,Au 1er étage,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Parking,Parquet,Non reference,['264 M²'],,Non reference,Non reference,Non reference
Appartement,Paris 16ème,4 Chambres,6 Pièces,"1 840 000 €
Les honoraires sont à la charge du vendeur","Exclusivité Belles Adresses A vendre - Paris XVI - En étage élevé, avec ascenseur d'un bel immeuble haussmannien, traversant, donnant d'un côté sur une jolie rue calme et de l'autre sur le Musée de l'Eau, avec une vue incroyable sur la Tour Eiffel, et baigné de lumière. Plan familial parfait: une grande réception traversante de près de 60 m² composée d'un double-séjour, une salle-à-manger, trois grandes chambres (quatre possibles), une salle de bain et une salle de douche. Parquet, moulures, cheminées, charme de l'ancien, beaux volumes, digicode, gardien et grande cave. Juste à côté de l'Église d'Auteuil, de ses commerces et de son métro, accès facilité au coeur de Paris en voiture grâce à sa proximité avec les quais. Sectorisation Jean-Baptiste Say. Possibilité d'un parking en sus. Renseignements et visites Claire DUMONT Les +: - Emplacement très recherché - Sectorisation Jean-Baptiste Say - Métro Église d'Auteuil/Mirabeau, bus 22 - 62 - 72, métros 9 -10 et RER C. - Grand jardin de copropriété, aménagé pour les enfants. - Appartement traversant, très clair et très peu de vis à vis - Trois chambres, possibilité quatre voir cinq. - Belles hauteurs sous plafond - 2 chambres de service de 4,95 et 7,92 m² inclues - un parking disponible en supplément Superficies appartement + services: 160,93 M2 Superficie appartement en loi Carrez: 148,06 M2 Superficies chambre 1: 4,95 m² > 1,80m et 2,06 m² <1,80m Superficie chambre 2: 7,92 m² > 1,80m.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1930,Au 5ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,Parking,Non reference,Non reference,Non reference,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['160 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"1 716 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 650 000 €","A 200 mètres de la Place du Trocadero, rue Lauriston, dans un immeuble récent de bon standing, au 4ème étage avec ascenseur, 5 pièces d'une superficie de 132 m² carrez, avec un balcon filant de 19,4 m², offrant un double séjour, une salle à manger, 2 grandes chambres, une salle d'eau avec WC, une salle de bain, et un WC séparé. Grande Cave. Possibilité d'acquérir un emplacement de parking au -1 en sus du prix de vente. RARE SUR LE SECTEUR. Dont 4.00 % honoraires TTC à la charge de l'acquéreur. Copropriété de 38 lots (Pas de procédure en cours). Charges annuelles: 7599.00 euros.",1 Salle d'eau,1 Salle de bain,3 Toilettes,Année de construction 1968,Au 4ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,Non reference,Parking,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['132 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"2 360 000 €
Les honoraires sont à la charge du vendeur","Proche du Trocadéro, dans un immeuble de très bon standing datant de 1912, appartement traversant de 150 m². Il se compose d'une galerie d'entrée, d'une vaste double réception de 60 m², d'une cuisine équipée, d'une suite parentale avec sa salle de bains, de 2 chambres et d'une salle d'eau entre les 2 grandes chambres d'enfants. Appartement idéalement placé, clair et calme, superbes volumes, en parfait état et a conservé le charme de l'ancien avec parquet, moulures, et cheminées. Une cave complète ce bien. Paris Ouest Sotheby's International Realty.",1 Salle d'eau,2 Salles de bain,3 Toilettes,Année de construction 1912,Au 4ème étage,Bâtiment de 7 étages,Ascenseur,Belle vue,Cave,Non reference,Non reference,Non reference,Non reference,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['150 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"1 465 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,17% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 420 000 €","5 PIÈCES - 3 VRAIES CHAMBRES - 112.7 m² RUE DE LA POMPE - JANSON DE SAILLY: Au coeur du quartier Pompe/Victor Hugo, en face du Lycée JANSON DE SAILLY, appartement familiale d'une superficie de 112.7 m² carrez, en parfait état, au 2ème étage avec ascenseur, composé un double-séjour, 3 grandes chambres, une cuisine indépendante, 2 salles de bains, et 1 WC séparé. PLAN PARFAIT, AUCUNE PERTE DE PLACE ! Une cave complète ce bien. Possibilité d'acquérir un BOX en sus du prix de vente. RARE SUR LE SECTEUR ! Dont 3.17 % honoraires TTC à la charge de l'acquéreur. Copropriété de 32 lots (Pas de procédure en cours). Charges annuelles: 4400.00 euros.",2 Salles d'eau,2 Salles de bain,2 Toilettes,Non reference,Au 2ème étage,Bâtiment de 9 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['113 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"1 800 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Maison de la Radio. Au 8ème étage d'un immeuble récent de bon standing, nous vous proposons un très bel appartement traversant de 124m² avec 21m² de balcon terrasse en parfait état. Il se compose comme suit: spacieuse entrée, grand double séjour avec cuisine ouverte aménagée et équipée donnant sur une première terrasse de 13m² avec vue Tour Eiffel, à l'arrière au calme avec bacon filant, une suite parentale avec dressing et salle de bain, deux chambres avec salle d'eau, WC indépendants. Appartement lumineux en parfait état au plan optimisé, offrant de magnifiques vues dégagées. Possibilité d'acquérir deux places de stationnement dans l'immeuble. Une cave complète ce bien. Paris Ouest Sotheby's International Realty.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1970,Au 8ème étage,Bâtiment de 9 étages,Non reference,Non reference,Non reference,Parking,Non reference,Non reference,Balcon,Terrasse,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['124 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"2 080 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4% du prix du bien hors honoraires
Prix du bien hors honoraires : 2 000 000 €","Paris XVI - PROXIMITÉ ANGLE MALAKOFF/FOCH - IDÉAL PROF LIBÉRALE Au sein d'une magnifique copropriété en pierre de taille fraîchement ravalée et très bien entretenue, My Home Connexion vous propose ce charmant 4/5 pièces dans le pur style de l'ancien. Situé au rez-de-chaussée, l'appartement principal offre un très bon plan, de très beaux volumes et tout le charme de l'ancien pour une surface de 145.32m² carrez. Il se compose d'une belle galerie d'entrée qui distribue la totalité de l'appartement, un vaste double séjour, une cuisine indépendante aménagée, deux belles chambres, un bureau, une salle d'eau, des WC indépendants et de nombreux rangements. En complément, un grand studio d'une surface de 44.70m² (32.80m² carrez) sur cour au calme avec mezzanine, une cuisine américaine, une salle d'eau et des toilettes (peut aussi être rattaché a l'appartement principal). 3 caves en sous-sol complètent ce bien. 603 Euros de charges / mois. CHARME ET CARACTÈRE - VOLUMES - IDÉAL PROFESSION LIBÉRALE - A VISITER SANS PLUS ATTENDRE Prix: 2.080.000 euros dont 4% d'honoraires à la charge des acquéreurs soit 2.000.000 euros net vendeur.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1900,Au moins 1 toilette séparée,Bâtiment de 6 étages,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['181 M²']
Appartement,Paris 16ème,4 Chambres,5 Pièces,"2 420 000 €
Prix du bien hors honoraires : 2 420 000 €","Paris 16e - Boulevard Suchet / Jardin du Ranelagh - Dans un immeuble haussmannien de standing avec gardienne à demeure. Appartement de 220 m² Loi Carrez situé au premier étage. Deux appartements par étage. L'appartement se décompose de la manière suivante: Une belle entrée, une double réception sur le boulevard, une salle à manger en angle, un bureau, trois chambres dont une principale avec deux salles de bains, deux toilettes, une cuisine avec coin repas et buanderie ? 3 mètre de hauteur sous plafond - Appartement très lumineux ? Travaux à prévoir - Un parking et une cave complètent ce bien. Possibilité d'acquérir en plus une chambre de service de 12 m² pour 120 000 euros.",Non reference,2 Salles de bain,2 Toilettes,Non reference,Au 1er étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['220 M²']
Appartement,Paris 16ème,3 Chambres,4 Pièces,"1 365 000 €
Les honoraires sont à la charge du vendeur","Rivercoach vous propose, à proximité immédiate de Neuilly-sur-seine, à Paris 16e – Dans un esprit LOFT, amarrée sur un bras de la Seine sans navigation, une très belle péniche motorisée de 190 m² env. Avec une terrasse de 50 m² env. Équipée d'une cuisine d'été. Grande pièce de vie de 70 m² env. Comprenant un vaste séjour avec cheminée, une cuisine américaine avec ilot central. Trois chambres dont 2 avec dressing, salle d'eau avec hammam, salle de bains, local technique, joli poste de pilotage. Calme, verdure, à 5 mn à pied des commerces et des transports.",1 Salle d'eau,2 Salles de bain,Non reference,Non reference,Non reference,Non reference,Non reference,Belle vue,Non reference,Non reference,Non reference,Non reference,Balcon,Terrasse,Non reference,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['190 M²']
